Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc,Section,ToquesCentroÁrea,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,Juego dentro del área,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,GrndDlWn,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,TakeOn,PsRec,KeyPass,Int,Duels,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,Goal
11.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2wafcyp42h9q6jqi5chgfl3x0,2026-03-14 13:00:00,3czravw89omgc9o4s0w3l1bg5,False,True,False,True,False,ATH,ATH,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893.0,L 0-3,Ernesto Valverde,15.0,229.0,33.3%,53.8%,17.0,19.0,6.0,72.0,80,60.6%,47.1%,48.1%,33,31.0,86.0,5.0,86,18.0,105,0.0,61.1%,8.0,9.0,0.0,80.0,137.0,170.0,112.0,115.0,307,6.0,0.0,0.0,0.0,30.6%,165,1.85,58.1%,25.0,23.0,5.0,3.0,398.0,34.0,12.0,-,20.0%,10.0%,12.5%,8.3%,23.6,30.6%,20.0,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2q9tc31q3pa181h1jnjxvfqc4,2026-03-07 20:00:00,3czravw89omgc9o4s0w3l1bg5,True,False,False,True,False,ATH,ATH,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178.0,L 0-1,Ernesto Valverde,13.0,100.0,27.3%,36.4%,26.0,14.0,7.0,29.0,37,36.1%,27.1%,53.9%,23,6.0,36.0,6.0,36,7.0,24,0.0,54.6%,8.0,7.0,2.0,59.0,142.0,214.0,193.0,104.0,356,5.0,0.0,0.0,0.0,38.9%,102,0.85,56.3%,23.0,14.0,1.0,3.0,147.0,35.5,18.0,-,20.0%,20.0%,20.0%,19.6%,14.4,38.9%,10.0,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2osbe65qugeqj4btj6y4t4pas,2026-02-28 13:00:00,3czravw89omgc9o4s0w3l1bg5,False,True,False,False,True,ATH,ATH,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184.0,D 1-1,Ernesto Valverde,18.0,132.0,43.5%,52.2%,18.0,21.0,1.0,33.0,42,57.3%,46.5%,54.0%,29,17.0,43.0,4.0,43,5.0,40,0.0,50.5%,5.0,11.0,0.0,56.0,95.0,151.0,86.0,104.0,246,7.0,0.0,0.0,1.0,50.5%,152,0.61,55.6%,29.0,11.0,1.0,7.0,205.0,30.5,15.0,-,15.4%,23.1%,15.4%,16.4%,16.3,50.5%,8.0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2jiyipev8f7wvnf4rp16n8n4k,2026-02-20 20:00:00,3czravw89omgc9o4s0w3l1bg5,True,False,True,False,False,ATH,ATH,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954.0,W 2-1,Ernesto Valverde,9.0,158.0,31.7%,41.5%,23.0,26.0,8.0,44.0,65,55.0%,38.7%,50.8%,27,15.0,46.0,10.0,46,13.0,43,0.0,54.6%,7.0,8.0,0.0,53.0,125.0,158.0,133.0,97.0,283,1.0,2.0,0.0,0.0,39.9%,139,2.97,44.0%,43.0,18.0,5.0,5.0,250.0,33.2,18.0,-,22.2%,14.8%,33.3%,42.4%,19.7,39.9%,18.0,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2dut8dksy5wicxc8bk1fy582c,2026-02-15 13:00:00,3czravw89omgc9o4s0w3l1bg5,False,True,True,False,False,ATH,ATH,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187.0,W 2-1,Ernesto Valverde,12.0,157.0,42.9%,48.6%,19.0,18.0,2.0,32.0,40,55.2%,39.4%,52.3%,21,13.0,37.0,2.0,37,9.0,50,1.0,54.5%,9.0,9.0,0.0,48.0,112.0,163.0,138.0,89.0,275,9.0,2.0,0.0,0.0,35.6%,129,1.29,52.4%,37.0,16.0,2.0,2.0,235.0,33.9,16.0,-,15.0%,20.0%,25.0%,38.1%,18.3,35.6%,13.0,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2cp6ugeg62t6fg02bkkkukums,2026-02-08 15:15:00,3czravw89omgc9o4s0w3l1bg5,True,False,True,False,False,ATH,ATH,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855.0,W 4-2,Ernesto Valverde,12.0,187.0,16.7%,26.7%,23.0,15.0,9.0,60.0,88,71.0%,43.4%,45.5%,22,24.0,61.0,9.0,61,15.0,79,0.0,60.0%,6.0,8.0,0.0,36.0,90.0,161.0,120.0,95.0,251,4.0,2.0,0.0,2.0,28.3%,142,2.08,48.3%,29.0,29.0,3.0,2.0,408.0,35.1,20.0,-,10.0%,6.7%,10.0%,84.5%,27.5,28.3%,22.0,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),288lesgslzcbljs163839jl04,2026-02-01 20:00:00,3czravw89omgc9o4s0w3l1bg5,True,False,False,False,True,ATH,ATH,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188.0,D 1-1,Ernesto Valverde,10.0,240.0,46.8%,55.3%,23.0,15.0,9.0,70.0,62,71.3%,37.8%,34.0%,21,30.0,51.0,8.0,51,11.0,77,0.0,51.1%,6.0,6.0,0.0,47.0,84.0,198.0,101.0,134.0,282,4.0,1.0,0.0,0.0,36.3%,153,0.97,54.5%,26.0,27.0,8.0,5.0,324.0,39.7,25.0,-,31.0%,19.0%,14.3%,20.6%,26.6,36.3%,19.0,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),25kz3clipo3v4d1gp3m23n5ec,2026-01-24 17:30:00,3czravw89omgc9o4s0w3l1bg5,False,True,False,True,False,ATH,ATH,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179.0,L 1-2,Ernesto Valverde,21.0,186.0,35.0%,40.0%,23.0,14.0,4.0,45.0,39,67.5%,39.6%,48.6%,31,19.0,58.0,4.0,58,11.0,57,0.0,45.4%,6.0,11.0,0.0,44.0,91.0,162.0,104.0,105.0,253,7.0,1.0,0.0,0.0,45.5%,163,2.14,64.1%,41.0,13.0,3.0,4.0,223.0,36.6,14.0,-,22.2%,18.5%,14.8%,14.9%,20.4,45.5%,15.0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1zyd1rcyvotux5kjh936dehp0,2026-01-17 15:15:00,3czravw89omgc9o4s0w3l1bg5,False,True,False,True,False,ATH,ATH,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181.0,L 2-3,Ernesto Valverde,18.0,199.0,46.8%,53.2%,24.0,13.0,5.0,65.0,46,68.8%,36.5%,45.4%,37,21.0,58.0,4.0,58,16.0,59,0.0,57.7%,16.0,9.0,1.0,45.0,92.0,215.0,108.0,154.0,307,6.0,2.0,0.0,0.0,36.7%,159,2.08,44.6%,26.0,18.0,4.0,5.0,237.0,36.1,16.0,-,26.7%,3.3%,10.0%,17.4%,19.6,36.7%,21.0,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1r4k8mooxohtqr7vzjm29hul0,2026-01-03 15:15:00,3czravw89omgc9o4s0w3l1bg5,False,True,False,False,True,ATH,ATH,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450.0,D 1-1,Ernesto Valverde,15.0,177.0,24.4%,40.0%,27.0,9.0,6.0,57.0,66,72.1%,37.9%,43.1%,28,11.0,48.0,7.0,48,8.0,69,1.0,58.2%,7.0,6.0,0.0,46.0,92.0,204.0,131.0,119.0,296,6.0,1.0,0.0,0.0,36.0%,151,1.46,53.8%,23.0,22.0,1.0,5.0,321.0,32.2,27.0,-,25.0%,12.5%,32.5%,15.3%,22.7,36.0%,16.0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1pmmfccm8cfhw6hua3w0gz28k,2025-12-22 20:00:00,3czravw89omgc9o4s0w3l1bg5,True,False,False,True,False,ATH,ATH,c8llrezkm3b3op4afrou6b487,ESP,ESP,177.0,L 1-2,Ernesto Valverde,13.0,221.0,31.3%,46.9%,32.0,15.0,5.0,67.0,113,72.3%,57.1%,43.1%,32,19.0,57.0,1.0,57,10.0,80,1.0,42.4%,7.0,3.0,0.0,39.0,95.0,123.0,114.0,65.0,218,7.0,1.0,0.0,0.0,30.6%,161,1.59,39.2%,29.0,41.0,6.0,5.0,456.0,35.2,25.0,-,15.9%,2.3%,15.9%,34.8%,22.0,30.6%,17.0,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1jz2ik6i4oz41zqr2od8yiwb8,2025-12-14 15:15:00,3czravw89omgc9o4s0w3l1bg5,False,True,False,True,False,ATH,ATH,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176.0,L 0-2,Ernesto Valverde,11.0,176.0,41.0%,53.8%,36.0,17.0,6.0,53.0,84,64.5%,39.7%,45.7%,47,28.0,102.0,9.0,102,8.0,78,0.0,46.1%,7.0,11.0,1.0,35.0,95.0,169.0,110.0,119.0,264,3.0,0.0,0.0,0.0,28.3%,139,1.61,56.5%,21.0,36.0,3.0,3.0,409.0,33.0,17.0,-,9.1%,9.1%,15.2%,17.6%,23.2,28.3%,14.0,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1j6l9nsawkrpvmlpb5fprga38,2025-12-06 20:00:00,3czravw89omgc9o4s0w3l1bg5,True,False,True,False,False,ATH,ATH,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175.0,W 1-0,Ernesto Valverde,14.0,151.0,33.3%,35.9%,30.0,14.0,7.0,48.0,50,52.4%,38.3%,50.6%,30,18.0,50.0,3.0,50,11.0,41,0.0,46.3%,6.0,8.0,0.0,57.0,121.0,199.0,146.0,117.0,320,8.0,1.0,0.0,0.0,39.6%,153,1.15,50.0%,32.0,21.0,4.0,1.0,277.0,34.7,20.0,-,10.3%,10.3%,24.1%,38.2%,16.9,39.6%,14.0,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1ximrnsi0rfciohtjk242p1jo,2025-12-03 18:00:00,3czravw89omgc9o4s0w3l1bg5,True,False,False,True,False,ATH,ATH,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186.0,L 0-3,Ernesto Valverde,24.0,174.0,38.9%,52.8%,22.0,19.0,7.0,47.0,52,49.7%,29.6%,44.1%,21,13.0,35.0,2.0,35,6.0,51,0.0,59.3%,6.0,6.0,1.0,86.0,152.0,228.0,150.0,144.0,380,2.0,0.0,0.0,0.0,36.0%,135,1.04,35.7%,26.0,19.0,2.0,3.0,293.0,31.4,21.0,-,33.3%,8.3%,12.5%,9.2%,17.5,36.0%,9.0,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1dxl0z31i0438ti5nrd22dl3o,2025-11-29 17:30:00,3czravw89omgc9o4s0w3l1bg5,False,True,True,False,False,ATH,ATH,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855.0,W 2-0,Ernesto Valverde,13.0,155.0,29.5%,34.1%,30.0,20.0,7.0,37.0,35,54.0%,37.8%,51.1%,32,14.0,55.0,7.0,55,10.0,39,1.0,50.5%,12.0,4.0,0.0,52.0,107.0,190.0,145.0,100.0,297,9.0,2.0,0.0,0.0,46.4%,148,2.9,48.5%,38.0,22.0,0.0,2.0,232.0,35.0,22.0,-,28.0%,12.0%,32.0%,77.1%,18.6,46.4%,14.0,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
