Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc,Section,ToquesCentroÁrea,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,Juego dentro del área,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,GrndDlWn,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,TakeOn,PsRec,KeyPass,Int,Duels,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,Goal
11.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2vji7tw0khxdvfeo52geb0jkk,2026-03-15 17:30:00,6f27yvbqcngegwsg2ozxxdj4,False,True,False,False,True,CEL,CEL,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185.0,D 1-1,Claudio Giráldez,29.0,127.0,14.8%,29.6%,15.0,18.0,1.0,41.0,62,39.6%,55.7%,61.4%,78,21.0,113.0,16.0,113,5.0,45,1.0,40.4%,2.0,6.0,0.0,90.0,141.0,109.0,108.0,52.0,250,8.0,1.0,0.0,0.0,30.8%,149,0.75,60.4%,22.0,16.0,0.0,0.0,311.0,31.7,19.0,-,14.3%,14.3%,9.5%,38.1%,24.6,30.8%,7.0,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2r0l3iazgy14lquy2273uny1g,2026-03-06 20:00:00,6f27yvbqcngegwsg2ozxxdj4,True,False,False,True,False,CEL,CEL,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186.0,L 1-2,Claudio Giráldez,19.0,99.0,16.7%,20.8%,11.0,26.0,2.0,36.0,47,24.1%,51.2%,66.9%,68,22.0,100.0,14.0,100,6.0,45,0.0,56.9%,4.0,6.0,0.0,140.0,248.0,112.0,152.0,68.0,360,5.0,1.0,0.0,0.0,29.9%,141,1.04,58.8%,17.0,12.0,0.0,1.0,296.0,32.0,11.0,-,23.5%,0.0%,23.5%,25.1%,21.4,29.9%,8.0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2lrcyrg6x6b1wz9q1xeyggkyc,2026-03-01 20:00:00,6f27yvbqcngegwsg2ozxxdj4,False,True,True,False,False,CEL,CEL,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893.0,W 2-1,Claudio Giráldez,37.0,139.0,12.5%,21.9%,17.0,24.0,3.0,54.0,46,38.9%,47.9%,54.6%,57,31.0,102.0,13.0,102,3.0,78,0.0,51.9%,2.0,12.0,0.0,135.0,214.0,138.0,115.0,102.0,352,5.0,1.0,0.0,1.0,26.1%,125,0.57,45.2%,17.0,20.0,1.0,0.0,250.0,33.7,18.0,-,8.7%,17.4%,4.3%,35.1%,27.8,26.1%,6.0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2l0hlraqbbo3sgfhtv0iaa49g,2026-02-22 17:30:00,6f27yvbqcngegwsg2ozxxdj4,True,False,True,False,False,CEL,CEL,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181.0,W 2-0,Claudio Giráldez,2.0,199.0,40.9%,45.5%,16.0,19.0,2.0,74.0,79,69.4%,44.6%,41.0%,38,38.0,107.0,16.0,107,13.0,86,0.0,46.0%,6.0,7.0,0.0,40.0,80.0,152.0,113.0,79.0,232,4.0,1.0,1.0,0.0,29.5%,154,2.51,60.0%,22.0,32.0,1.0,0.0,361.0,34.6,14.0,-,14.7%,20.6%,5.9%,53.1%,32.2,29.5%,20.0,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2fc1kvignx7oybca1wqs2gsgk,2026-02-14 13:00:00,6f27yvbqcngegwsg2ozxxdj4,False,True,False,False,True,CEL,CEL,c8llrezkm3b3op4afrou6b487,ESP,ESP,177.0,D 2-2,Claudio Giráldez,21.0,169.0,29.2%,41.7%,17.0,19.0,2.0,77.0,93,60.4%,53.9%,50.3%,54,30.0,106.0,17.0,106,10.0,88,1.0,48.7%,9.0,3.0,0.0,56.0,118.0,118.0,121.0,59.0,236,8.0,2.0,0.0,0.0,27.2%,148,2.36,52.0%,21.0,32.0,4.0,0.0,405.0,34.9,16.0,-,13.8%,6.9%,10.3%,37.4%,29.4,27.2%,14.0,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2a3fi3txct0dmxzfexhl3to2c,2026-02-06 20:00:00,6f27yvbqcngegwsg2ozxxdj4,True,False,False,True,False,CEL,CEL,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450.0,L 1-2,Claudio Giráldez,26.0,175.0,30.4%,30.4%,13.0,17.0,5.0,59.0,78,51.8%,63.3%,50.9%,60,27.0,111.0,9.0,111,16.0,85,0.0,46.7%,4.0,7.0,0.0,86.0,142.0,106.0,92.0,70.0,248,5.0,1.0,0.0,0.0,24.7%,138,2.39,57.4%,21.0,23.0,3.0,1.0,425.0,34.4,21.0,-,6.3%,15.6%,15.6%,31.8%,44.8,24.7%,18.0,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),272epdgf25skn7iaizs21mzh0,2026-02-01 17:30:00,6f27yvbqcngegwsg2ozxxdj4,False,True,False,False,True,CEL,CEL,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450.0,D 0-0,Claudio Giráldez,12.0,129.0,42.9%,67.9%,15.0,16.0,2.0,56.0,78,59.1%,63.2%,56.0%,47,23.0,89.0,12.0,89,4.0,57,0.0,50.9%,4.0,4.0,0.0,54.0,110.0,88.0,98.0,46.0,198,9.0,0.0,0.0,0.0,28.8%,156,0.18,50.9%,23.0,33.0,1.0,0.0,353.0,31.6,21.0,-,12.0%,12.0%,8.0%,17.0%,28.7,28.8%,5.0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),25yd18qv80e97mjmlmv5vc4r8,2026-01-25 17:30:00,6f27yvbqcngegwsg2ozxxdj4,False,True,False,True,False,CEL,CEL,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188.0,L 1-3,Claudio Giráldez,15.0,321.0,32.3%,38.7%,14.0,21.0,5.0,98.0,106,73.3%,50.7%,36.4%,27,30.0,100.0,11.0,100,15.0,195,0.0,52.2%,4.0,6.0,0.0,60.0,107.0,118.0,81.0,84.0,225,10.0,1.0,0.0,0.0,30.2%,188,1.6,59.5%,26.0,37.0,2.0,1.0,436.0,34.3,22.0,-,2.2%,17.4%,10.9%,14.1%,37.4,30.2%,17.0,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),21fk37khnhcggf2uk9kxgl638,2026-01-18 17:30:00,6f27yvbqcngegwsg2ozxxdj4,True,False,True,False,False,CEL,CEL,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184.0,W 3-0,Claudio Giráldez,21.0,112.0,11.1%,22.2%,12.0,20.0,2.0,41.0,69,41.1%,54.1%,63.5%,50,19.0,83.0,18.0,83,6.0,40,0.0,53.8%,5.0,11.0,0.0,84.0,150.0,129.0,126.0,69.0,279,7.0,2.0,0.0,1.0,28.2%,126,1.9,57.7%,26.0,25.0,0.0,1.0,334.0,32.1,20.0,-,21.7%,8.7%,21.7%,69.0%,32.8,28.2%,11.0,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1w0ngrj3bf0ruv81ra4w2muj8,2026-01-12 20:00:00,6f27yvbqcngegwsg2ozxxdj4,False,True,True,False,False,CEL,CEL,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179.0,W 1-0,Claudio Giráldez,22.0,81.0,13.3%,23.3%,13.0,16.0,3.0,25.0,57,31.3%,48.2%,66.9%,51,15.0,75.0,12.0,75,6.0,35,1.0,44.9%,3.0,6.0,0.0,75.0,141.0,109.0,113.0,62.0,250,9.0,1.0,0.0,0.0,34.2%,115,1.63,51.9%,15.0,20.0,0.0,0.0,193.0,35.0,19.0,-,26.3%,26.3%,10.5%,26.2%,20.4,34.2%,9.0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1u5e5gvy0cadt3stkrffvi8es,2026-01-03 13:00:00,6f27yvbqcngegwsg2ozxxdj4,True,False,True,False,False,CEL,CEL,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191.0,W 4-1,Claudio Giráldez,30.0,98.0,23.1%,34.6%,19.0,15.0,3.0,41.0,37,42.5%,39.3%,53.9%,45,26.0,78.0,14.0,78,6.0,43,1.0,58.2%,6.0,6.0,0.0,110.0,187.0,157.0,156.0,78.0,344,5.0,3.0,1.0,0.0,31.2%,123,2.7,50.0%,22.0,10.0,0.0,0.0,294.0,36.5,17.0,-,28.6%,19.0%,9.5%,64.5%,24.0,31.2%,12.0,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1ovhxl8n5vxmkrovkcg8q8ufo,2025-12-20 13:00:00,6f27yvbqcngegwsg2ozxxdj4,False,True,False,False,True,CEL,CEL,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187.0,D 0-0,Claudio Giráldez,24.0,88.0,27.6%,27.6%,15.0,18.0,2.0,29.0,50,36.6%,50.3%,65.6%,58,16.0,88.0,6.0,88,5.0,30,0.0,51.9%,9.0,5.0,0.0,96.0,164.0,108.0,116.0,60.0,272,7.0,0.0,0.0,0.0,30.9%,123,0.66,52.6%,24.0,14.0,1.0,1.0,250.0,34.3,13.0,-,26.7%,26.7%,13.3%,22.2%,22.9,30.9%,6.0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1jz2ik6i4oz41zqr2od8yiwb8,2025-12-14 15:15:00,6f27yvbqcngegwsg2ozxxdj4,True,False,True,False,False,CEL,CEL,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174.0,W 2-0,Claudio Giráldez,21.0,76.0,20.0%,28.0%,19.0,27.0,3.0,29.0,33,35.5%,60.3%,70.6%,82,24.0,110.0,18.0,110,3.0,29,1.0,55.7%,8.0,9.0,0.0,98.0,171.0,112.0,130.0,55.0,283,10.0,1.0,0.0,1.0,31.6%,160,1.35,58.1%,27.0,14.0,0.0,2.0,380.0,34.3,16.0,-,15.8%,15.8%,21.1%,64.2%,17.7,31.6%,5.0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1gy4rm1nw9jppuagj17r91l3o,2025-12-07 20:00:00,6f27yvbqcngegwsg2ozxxdj4,False,True,True,False,False,CEL,CEL,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186.0,W 2-0,Claudio Giráldez,43.0,81.0,19.4%,19.4%,13.0,19.0,2.0,33.0,59,30.8%,54.9%,65.3%,60,14.0,87.0,21.0,87,5.0,52,0.0,46.3%,3.0,6.0,0.0,137.0,191.0,91.0,103.0,42.0,282,14.0,2.0,0.0,0.0,29.8%,133,1.55,50.9%,23.0,15.0,0.0,0.0,307.0,33.8,13.0,-,6.3%,25.0%,6.3%,39.8%,21.7,29.8%,7.0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1fgucgxqx7rp34edgxippj6s4,2025-11-30 17:30:00,6f27yvbqcngegwsg2ozxxdj4,True,False,False,True,False,CEL,CEL,c8llrezkm3b3op4afrou6b487,ESP,ESP,177.0,L 0-1,Claudio Giráldez,10.0,134.0,37.5%,43.8%,16.0,18.0,3.0,62.0,93,65.2%,56.5%,56.9%,46,30.0,88.0,9.0,88,7.0,61,0.0,48.0%,4.0,3.0,0.0,47.0,92.0,130.0,104.0,71.0,222,5.0,0.0,0.0,0.0,24.7%,137,0.63,50.0%,27.0,26.0,3.0,1.0,436.0,37.5,14.0,-,14.3%,7.1%,0.0%,40.4%,30.3,24.7%,11.0,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
