Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc,Section,ToquesCentroÁrea,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,Juego dentro del área,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,GrndDlWn,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,TakeOn,PsRec,KeyPass,Int,Duels,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,Goal
11.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2sx9kf2syjyyqwaxz74i46n10,2026-03-14 20:00:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,True,False,ELC,ELC,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186.0,L 1-4,Eder Sarabia,17.0,171.0,32.4%,38.2%,15.0,17.0,6.0,33.0,89,54.4%,50.7%,49.2%,33,20.0,63.0,4.0,63,7.0,61,0.0,51.9%,7.0,6.0,0.0,84.0,154.0,129.0,125.0,74.0,283,6.0,1.0,0.0,0.0,26.7%,142,0.84,55.0%,33.0,28.0,0.0,1.0,428.0,32.4,25.0,-,12.5%,16.7%,20.8%,10.1%,27.9,26.7%,11.0,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2sjqtzqw7toxdc5xpqu843vh0,2026-03-08 14:00:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,True,False,ELC,ELC,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449.0,L 1-2,Eder Sarabia,38.0,195.0,45.2%,51.6%,15.0,25.0,9.0,66.0,92,65.6%,60.7%,52.6%,32,16.0,63.0,5.0,63,8.0,82,0.0,50.6%,8.0,4.0,0.0,78.0,121.0,109.0,96.0,56.0,230,10.0,1.0,0.0,0.0,31.6%,192,1.22,63.3%,27.0,24.0,3.0,0.0,430.0,34.0,16.0,-,21.2%,3.0%,21.2%,13.4%,26.6,31.6%,13.0,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2no6er6enaks2abnft8fknndg,2026-03-01 13:00:00,4yg9ttzw0m51048doksv8uq5r,True,False,False,False,True,ELC,ELC,c8llrezkm3b3op4afrou6b487,ESP,ESP,177.0,D 2-2,Jon Lopez,10.0,181.0,46.2%,46.2%,15.0,15.0,4.0,77.0,100,71.5%,69.0%,48.8%,24,18.0,56.0,7.0,56,11.0,65,0.0,51.1%,4.0,8.0,0.0,45.0,86.0,86.0,71.0,56.0,172,4.0,2.0,0.0,0.0,27.6%,164,2.0,65.8%,16.0,30.0,2.0,3.0,443.0,32.4,14.0,-,7.1%,21.4%,16.7%,29.8%,42.7,27.6%,17.0,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2jiyipev8f7wvnf4rp16n8n4k,2026-02-20 20:00:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,True,False,ELC,ELC,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174.0,L 1-2,Eder Sarabia,27.0,97.0,27.7%,31.9%,17.0,25.0,1.0,39.0,52,45.0%,61.3%,65.8%,40,16.0,61.0,6.0,61,0.0,25,0.0,54.4%,7.0,7.0,0.0,86.0,143.0,100.0,108.0,49.0,243,8.0,1.0,0.0,0.0,38.9%,171,0.82,65.8%,29.0,7.0,2.0,1.0,256.0,32.1,19.0,-,23.8%,9.5%,9.5%,19.1%,23.1,38.9%,2.0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2fpgp04qfqn3zanmznei2zmdw,2026-02-13 20:00:00,4yg9ttzw0m51048doksv8uq5r,True,False,False,False,True,ELC,ELC,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450.0,D 0-0,Eder Sarabia,15.0,172.0,32.3%,38.7%,17.0,17.0,0.0,43.0,48,67.8%,59.5%,53.0%,44,16.0,70.0,8.0,70,13.0,62,0.0,59.4%,7.0,6.0,0.0,57.0,99.0,107.0,91.0,58.0,206,3.0,0.0,0.0,0.0,33.7%,154,1.7,61.2%,21.0,20.0,2.0,2.0,272.0,33.4,13.0,-,25.0%,10.7%,14.3%,44.9%,29.2,33.7%,17.0,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2agwdhyd4f3pb3wugya4art3o,2026-02-07 20:00:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,True,False,ELC,ELC,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188.0,L 1-3,Eder Sarabia,21.0,146.0,27.6%,41.4%,11.0,17.0,5.0,50.0,73,68.3%,63.5%,53.0%,33,18.0,67.0,6.0,67,10.0,82,1.0,50.0%,5.0,4.0,0.0,55.0,101.0,117.0,99.0,64.0,218,9.0,1.0,0.0,0.0,29.2%,173,1.27,64.8%,23.0,16.0,0.0,1.0,467.0,36.4,10.0,-,30.4%,26.1%,8.7%,18.6%,30.6,29.2%,11.0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),26p4gv6nxij3gqaoea17rxct0,2026-01-31 20:00:00,4yg9ttzw0m51048doksv8uq5r,True,False,False,True,False,ELC,ELC,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178.0,L 1-3,Eder Sarabia,65.0,98.0,16.7%,27.8%,21.0,16.0,6.0,38.0,39,37.7%,40.5%,64.4%,36,14.0,54.0,8.0,54,7.0,29,0.0,47.4%,9.0,7.0,0.0,83.0,141.0,167.0,152.0,73.0,308,15.0,1.0,0.0,0.0,36.3%,128,1.09,46.9%,23.0,4.0,0.0,1.0,278.0,36.0,21.0,-,24.0%,24.0%,8.0%,11.0%,17.4,36.3%,9.0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),22jwwfu5djp7vwtjkvcujieqc,2026-01-23 20:00:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,True,False,ELC,ELC,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855.0,L 2-3,Eder Sarabia,34.0,93.0,20.0%,30.0%,18.0,27.0,1.0,34.0,62,48.2%,64.4%,67.1%,45,12.0,62.0,2.0,62,4.0,31,1.0,60.7%,4.0,9.0,0.0,111.0,162.0,86.0,92.0,45.0,248,7.0,2.0,0.0,0.0,30.7%,148,0.75,51.5%,37.0,11.0,1.0,0.0,305.0,33.0,17.0,-,20.0%,13.3%,13.3%,31.2%,21.3,30.7%,6.0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),21t9p2uvl57vfs1xsytfooxzo,2026-01-19 20:00:00,4yg9ttzw0m51048doksv8uq5r,True,False,False,False,True,ELC,ELC,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179.0,D 2-2,Eder Sarabia,24.0,139.0,25.9%,25.9%,16.0,16.0,2.0,29.0,43,49.0%,50.1%,56.0%,32,11.0,51.0,4.0,51,6.0,44,0.0,56.2%,4.0,9.0,0.0,100.0,147.0,129.0,113.0,63.0,276,15.0,2.0,0.0,0.0,42.5%,142,1.54,55.7%,38.0,19.0,2.0,0.0,225.0,34.2,22.0,-,23.5%,41.2%,35.3%,71.5%,19.8,42.5%,10.0,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1wdy4ggbun88lgjv5mhlw53pw,2026-01-10 20:00:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,False,True,ELC,ELC,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191.0,D 1-1,Eder Sarabia,28.0,134.0,20.0%,33.3%,20.0,19.0,0.0,33.0,57,54.7%,66.1%,59.6%,43,14.0,56.0,1.0,56,3.0,42,1.0,59.3%,10.0,11.0,0.0,89.0,151.0,105.0,120.0,47.0,256,12.0,0.0,0.0,1.0,29.2%,149,0.18,60.0%,30.0,19.0,2.0,1.0,438.0,36.0,11.0,-,34.8%,21.7%,8.7%,30.0%,25.2,29.2%,5.0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1uit2aujexe8xc2izg1a2uyvo,2026-01-03 17:30:00,4yg9ttzw0m51048doksv8uq5r,True,False,False,True,False,ELC,ELC,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449.0,L 1-3,Eder Sarabia,19.0,356.0,51.5%,57.6%,19.0,20.0,6.0,117.0,109,82.7%,70.7%,38.8%,29,27.0,95.0,9.0,95,10.0,112,0.0,57.6%,7.0,6.0,0.0,53.0,76.0,113.0,72.0,64.0,189,7.0,1.0,0.0,0.0,29.8%,229,1.32,62.5%,25.0,31.0,5.0,3.0,436.0,39.3,29.0,-,24.4%,4.4%,15.6%,21.4%,37.2,29.8%,16.0,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1qdreckuiubqc7yotymp8jggk,2025-12-21 17:30:00,4yg9ttzw0m51048doksv8uq5r,True,False,True,False,False,ELC,ELC,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184.0,W 4-0,Eder Sarabia,20.0,141.0,30.0%,33.3%,21.0,20.0,0.0,43.0,41,48.0%,45.4%,52.6%,28,20.0,53.0,9.0,53,11.0,44,0.0,57.6%,9.0,9.0,0.0,83.0,140.0,134.0,129.0,62.0,274,8.0,4.0,0.0,0.0,43.1%,148,2.51,54.3%,18.0,15.0,2.0,0.0,182.0,35.8,27.0,-,18.2%,27.3%,13.6%,73.5%,20.7,43.1%,18.0,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1kpzn7hqfuvbxrrrsh2c6mdxw,2025-12-13 15:15:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,True,False,ELC,ELC,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181.0,L 1-3,Eder Sarabia,22.0,160.0,17.4%,26.1%,13.0,20.0,2.0,69.0,93,59.0%,54.0%,48.4%,25,25.0,59.0,4.0,59,7.0,74,0.0,48.9%,5.0,5.0,0.0,66.0,130.0,102.0,114.0,52.0,232,7.0,1.0,0.0,0.0,26.2%,142,0.34,64.5%,31.0,28.0,0.0,2.0,313.0,32.7,19.0,-,15.4%,11.5%,11.5%,18.3%,33.6,26.2%,9.0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1fu4ltpxdb9j94v6s2kbx1puc,2025-12-07 13:00:00,4yg9ttzw0m51048doksv8uq5r,True,False,True,False,False,ELC,ELC,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893.0,W 3-0,Eder Sarabia,17.0,184.0,33.3%,37.0%,15.0,12.0,6.0,58.0,61,58.0%,55.9%,52.6%,27,13.0,64.0,6.0,64,6.0,52,1.0,58.4%,10.0,3.0,1.0,94.0,135.0,109.0,76.0,74.0,244,4.0,1.0,0.0,2.0,28.5%,155,2.03,60.4%,29.0,19.0,2.0,1.0,415.0,37.4,8.0,-,25.0%,4.2%,20.8%,78.1%,32.4,28.5%,11.0,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1eq00zu9dngz36evkyw20uw44,2025-11-28 20:00:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,True,False,ELC,ELC,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450.0,L 0-1,Eder Sarabia,19.0,138.0,33.3%,41.7%,13.0,27.0,3.0,54.0,67,58.0%,72.1%,56.8%,37,20.0,74.0,5.0,74,8.0,66,0.0,56.8%,5.0,5.0,0.0,71.0,124.0,73.0,99.0,27.0,197,8.0,0.0,0.0,0.0,31.1%,165,0.51,60.0%,33.0,19.0,3.0,0.0,313.0,29.2,9.0,-,4.3%,13.0%,13.0%,20.6%,27.4,31.1%,9.0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
