Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc,Section,ToquesCentroÁrea,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,Juego dentro del área,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,GrndDlWn,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,TakeOn,PsRec,KeyPass,Int,Duels,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
11.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2u1nsiwpvio7gzjecn4cnhq8k,2026-03-13 20:00:00,4dtdjgnpdq9uw4sdutti0vaar,True,False,False,False,True,ALA,ALA,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449.0,D 1-1,Enrique Sánchez Flores,19.0,164.0,24.3%,35.1%,17.0,16.0,5.0,39.0,45,51.0%,44.2%,44.9%,26,13.0,44.0,4.0,44,5.0,43,0.0,57.0%,5.0,8.0,0.0,81.0,151.0,111.0,111.0,70.0,262,8.0,1.0,0.0,0.0,38.6%,133,0.22,50.8%,25.0,17.0,6.0,3.0,214.0,31.3,23.0,-,21.1%,10.5%,36.8%,65.4%,26.5,38.6%,8.0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2rswicw0gb42ehlbg8gcvyjh0,2026-03-08 21:00:00,4dtdjgnpdq9uw4sdutti0vaar,False,True,False,True,False,ALA,ALA,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191.0,L 2-3,Enrique Sánchez Flores,41.0,140.0,27.9%,34.9%,16.0,25.0,4.0,26.0,49,32.7%,47.2%,57.2%,25,13.0,40.0,4.0,40,5.0,47,2.0,65.1%,2.0,8.0,1.0,183.0,285.0,100.0,155.0,47.0,385,7.0,2.0,0.0,0.0,30.9%,112,1.4,60.3%,38.0,18.0,1.0,1.0,168.0,30.6,24.0,-,11.5%,19.2%,30.8%,42.6%,18.9,30.9%,10.0,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2of0ec1j3qlwnm140nciptixg,2026-02-27 20:00:00,4dtdjgnpdq9uw4sdutti0vaar,False,True,False,True,False,ALA,ALA,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855.0,L 0-2,Eduardo Coudet,37.0,123.0,33.3%,36.1%,16.0,19.0,4.0,29.0,51,49.3%,52.3%,58.6%,22,11.0,37.0,2.0,37,9.0,24,0.0,53.0%,8.0,4.0,0.0,98.0,146.0,149.0,123.0,74.0,295,9.0,0.0,0.0,0.0,33.6%,131,1.33,65.0%,36.0,15.0,1.0,3.0,251.0,31.4,19.0,-,30.0%,0.0%,20.0%,25.6%,20.0,33.6%,17.0,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2j5gbrfdr52r652taci2oin84,2026-02-23 20:00:00,4dtdjgnpdq9uw4sdutti0vaar,True,False,False,False,True,ALA,ALA,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893.0,D 2-2,Eduardo Coudet,13.0,141.0,48.6%,60.0%,21.0,24.0,6.0,43.0,55,38.2%,49.9%,58.1%,32,6.0,41.0,4.0,41,10.0,37,0.0,57.3%,4.0,12.0,0.0,137.0,215.0,173.0,148.0,103.0,388,4.0,2.0,0.0,0.0,34.5%,143,1.94,48.5%,29.0,21.0,6.0,1.0,217.0,27.4,17.0,-,14.3%,10.7%,21.4%,29.3%,18.7,34.5%,17.0,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2h7d8ukaxlbxzfalz2jej5us4,2026-02-14 17:30:00,4dtdjgnpdq9uw4sdutti0vaar,False,True,False,False,True,ALA,ALA,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179.0,D 1-1,Eduardo Coudet,10.0,216.0,56.7%,60.0%,16.0,16.0,3.0,56.0,102,82.7%,61.8%,37.4%,17,21.0,56.0,8.0,56,5.0,111,0.0,58.2%,3.0,5.0,0.0,46.0,75.0,94.0,59.0,64.0,169,1.0,1.0,0.0,0.0,22.5%,128,1.13,64.8%,26.0,30.0,6.0,5.0,362.0,32.3,9.0,-,15.0%,2.5%,12.5%,44.2%,38.3,22.5%,12.0,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2cbrliiyprq7a205rp3w1qz9w,2026-02-08 13:00:00,4dtdjgnpdq9uw4sdutti0vaar,True,False,False,True,False,ALA,ALA,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450.0,L 0-2,Eduardo Coudet,24.0,107.0,25.0%,37.5%,17.0,20.0,2.0,33.0,55,56.3%,61.7%,59.8%,32,10.0,49.0,3.0,49,10.0,25,0.0,60.3%,2.0,8.0,0.0,82.0,138.0,135.0,117.0,74.0,273,10.0,0.0,0.0,0.0,36.9%,149,2.1,52.0%,43.0,20.0,3.0,4.0,225.0,29.9,22.0,-,19.0%,14.3%,19.0%,29.2%,21.4,36.9%,13.0,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),29q144duutijtrpdfzof1zims,2026-01-30 20:00:00,4dtdjgnpdq9uw4sdutti0vaar,False,True,True,False,False,ALA,ALA,c8llrezkm3b3op4afrou6b487,ESP,ESP,177.0,W 2-1,Eduardo Coudet,17.0,91.0,25.8%,32.3%,21.0,16.0,3.0,38.0,51,52.9%,45.8%,55.8%,26,12.0,46.0,5.0,46,5.0,21,0.0,53.4%,8.0,6.0,0.0,71.0,131.0,130.0,137.0,53.0,261,7.0,1.0,1.0,0.0,36.0%,150,1.74,48.9%,42.0,16.0,1.0,1.0,274.0,35.6,23.0,-,30.0%,15.0%,10.0%,40.7%,21.6,36.0%,11.0,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),24ggs30od6yf2dz3uyz8zjlec,2026-01-25 20:00:00,4dtdjgnpdq9uw4sdutti0vaar,True,False,True,False,False,ALA,ALA,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185.0,W 2-1,Eduardo Coudet,21.0,145.0,34.3%,37.1%,24.0,18.0,2.0,39.0,31,45.2%,45.2%,53.5%,40,17.0,70.0,11.0,70,10.0,41,1.0,59.5%,6.0,9.0,0.0,100.0,179.0,150.0,143.0,86.0,329,8.0,2.0,0.0,0.0,41.3%,150,1.34,59.8%,41.0,19.0,2.0,2.0,162.0,33.6,29.0,-,11.5%,23.1%,42.3%,81.7%,20.4,41.3%,17.0,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1zkz16jzrxddg9c05edk2znys,2026-01-18 15:15:00,4dtdjgnpdq9uw4sdutti0vaar,False,True,False,True,False,ALA,ALA,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175.0,L 0-1,Eduardo Coudet,47.0,121.0,8.7%,17.4%,19.0,24.0,4.0,42.0,47,41.6%,50.2%,58.8%,28,12.0,46.0,1.0,46,7.0,48,0.0,54.4%,8.0,10.0,0.0,131.0,225.0,138.0,161.0,71.0,363,9.0,0.0,0.0,0.0,34.1%,158,1.26,42.1%,30.0,14.0,2.0,4.0,252.0,31.1,16.0,-,4.5%,0.0%,27.3%,11.6%,24.2,34.1%,8.0,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1uwb3z5cnpg9o84qdcr5r2o7o,2026-01-10 15:15:00,4dtdjgnpdq9uw4sdutti0vaar,False,True,False,True,False,ALA,ALA,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449.0,L 1-3,Eduardo Coudet,19.0,145.0,25.0%,33.3%,29.0,23.0,4.0,52.0,62,59.2%,52.6%,54.3%,36,13.0,61.0,5.0,61,9.0,36,1.0,48.6%,6.0,8.0,1.0,52.0,119.0,157.0,144.0,80.0,276,5.0,1.0,0.0,0.0,29.5%,160,0.94,50.8%,27.0,21.0,1.0,4.0,289.0,34.5,22.0,-,21.9%,6.3%,25.0%,18.5%,23.9,29.5%,16.0,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1ts1vbi2mugv1401ifojdtqtw,2026-01-04 17:30:00,4dtdjgnpdq9uw4sdutti0vaar,True,False,False,False,True,ALA,ALA,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187.0,D 1-1,Eduardo Coudet,28.0,203.0,47.2%,52.8%,25.0,11.0,5.0,62.0,58,59.5%,53.6%,47.6%,35,20.0,64.0,9.0,64,14.0,60,0.0,56.0%,4.0,10.0,0.0,84.0,161.0,150.0,154.0,73.0,311,9.0,1.0,0.0,0.0,39.4%,174,1.83,50.6%,37.0,19.0,1.0,6.0,324.0,29.1,28.0,-,3.3%,10.0%,30.0%,27.8%,24.8,39.4%,19.0,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1nppp2u47kuc6os6g0e21xp1w,2025-12-20 17:30:00,4dtdjgnpdq9uw4sdutti0vaar,False,True,False,True,False,ALA,ALA,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450.0,L 0-3,Eduardo Coudet,23.0,118.0,34.6%,46.2%,14.0,22.0,1.0,28.0,45,50.1%,55.0%,59.7%,36,7.0,49.0,0.0,49,4.0,47,0.0,52.0%,5.0,7.0,0.0,89.0,154.0,120.0,129.0,56.0,274,12.0,0.0,0.0,0.0,31.8%,139,0.8,47.6%,38.0,21.0,4.0,2.0,222.0,33.2,17.0,-,16.7%,11.1%,11.1%,18.0%,19.6,31.8%,7.0,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1m7vig0k2tt5q9apse7108pas,2025-12-14 20:00:00,4dtdjgnpdq9uw4sdutti0vaar,True,False,False,True,False,ALA,ALA,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186.0,L 1-2,Eduardo Coudet,31.0,135.0,36.4%,40.9%,20.0,17.0,2.0,54.0,58,45.8%,57.5%,62.4%,36,16.0,57.0,3.0,57,4.0,23,0.0,46.6%,1.0,13.0,0.0,68.0,140.0,128.0,136.0,64.0,268,11.0,1.0,0.0,0.0,30.3%,148,1.33,53.7%,25.0,10.0,0.0,2.0,349.0,30.3,24.0,-,21.4%,10.7%,39.3%,16.4%,25.9,30.3%,6.0,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1it612xdkwgzafk6n7xtzy8es,2025-12-06 15:15:00,4dtdjgnpdq9uw4sdutti0vaar,True,False,True,False,False,ALA,ALA,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188.0,W 1-0,Eduardo Coudet,17.0,138.0,20.7%,27.6%,22.0,18.0,5.0,35.0,50,39.0%,37.4%,50.7%,26,7.0,43.0,7.0,43,11.0,37,1.0,59.4%,4.0,4.0,0.0,95.0,179.0,152.0,174.0,62.0,331,10.0,1.0,0.0,0.0,34.4%,111,1.39,35.8%,20.0,14.0,3.0,3.0,208.0,32.0,20.0,-,23.1%,7.7%,15.4%,62.2%,24.1,34.4%,14.0,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
