Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc,Section,ToquesCentroÁrea,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,Juego dentro del área,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,GrndDlWn,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,TakeOn,PsRec,KeyPass,Int,Duels,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
11.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2uf6893vxahtyej21o0yj2vbo,2026-03-15 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,True,False,True,False,False,RSO,RSO,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450.0,W 3-1,Pellegrino Matarazzo,21.0,137.0,25.8%,35.5%,16.0,20.0,9.0,46.0,42,48.7%,49.9%,54.5%,38,14.0,67.0,4.0,67,10.0,37,1.0,55.3%,3.0,12.0,0.0,94.0,128.0,152.0,101.0,85.0,280,8.0,2.0,1.0,0.0,36.4%,167,2.13,42.9%,25.0,12.0,0.0,2.0,310.0,30.9,14.0,-,20.0%,10.0%,25.0%,82.5%,25.9,36.4%,14.0,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2qn6lwhn5o37o0hl1unj5hl3o,2026-03-07 17:30:00,63f5h8t5e9qm1fqmvfkb23ghh,False,True,False,True,False,RSO,RSO,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175.0,L 2-3,Pellegrino Matarazzo,55.0,118.0,30.8%,46.2%,15.0,20.0,3.0,42.0,45,38.0%,57.2%,62.0%,39,14.0,58.0,2.0,58,3.0,55,0.0,55.5%,3.0,5.0,0.0,146.0,206.0,122.0,109.0,73.0,328,18.0,2.0,0.0,0.0,35.9%,166,0.42,49.3%,35.0,9.0,0.0,0.0,314.0,33.2,19.0,-,12.5%,12.5%,31.3%,13.4%,19.7,35.9%,7.0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2o1qezfdq50juhi4b82nyesk4,2026-02-28 17:30:00,63f5h8t5e9qm1fqmvfkb23ghh,False,True,True,False,False,RSO,RSO,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181.0,W 1-0,Pellegrino Matarazzo,15.0,141.0,26.1%,30.4%,16.0,14.0,3.0,65.0,60,61.2%,51.9%,54.1%,41,11.0,61.0,5.0,61,11.0,37,0.0,50.5%,7.0,7.0,0.0,48.0,107.0,141.0,128.0,72.0,248,10.0,1.0,0.0,0.0,32.8%,179,0.43,51.0%,26.0,14.0,2.0,0.0,366.0,31.2,9.0,-,26.1%,13.0%,13.0%,64.1%,26.9,32.8%,12.0,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2is2f0giwb65xpuanzsstcs2c,2026-02-21 13:00:00,63f5h8t5e9qm1fqmvfkb23ghh,True,False,False,False,True,RSO,RSO,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187.0,D 3-3,Pellegrino Matarazzo,18.0,151.0,32.0%,40.0%,16.0,15.0,2.0,46.0,59,60.2%,64.0%,59.0%,39,6.0,61.0,1.0,61,10.0,36,0.0,57.5%,7.0,1.0,0.0,65.0,115.0,113.0,100.0,63.0,228,7.0,3.0,0.0,0.0,33.5%,168,2.06,48.7%,37.0,11.0,3.0,2.0,362.0,32.3,20.0,-,16.0%,12.0%,24.0%,33.7%,28.7,33.5%,15.0,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2gtyyqnsw87ojqc60b9b50dn8,2026-02-14 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,False,True,False,True,False,RSO,RSO,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186.0,L 1-4,Pellegrino Matarazzo,30.0,154.0,28.6%,32.1%,11.0,13.0,2.0,48.0,86,45.7%,51.0%,54.4%,32,22.0,61.0,8.0,61,9.0,56,0.0,47.3%,4.0,4.0,0.0,87.0,160.0,132.0,102.0,103.0,292,3.0,1.0,0.0,0.0,29.2%,156,1.73,57.9%,16.0,28.0,5.0,1.0,489.0,33.2,14.0,-,13.0%,4.3%,13.0%,4.9%,33.2,29.2%,13.0,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2agwdhyd4f3pb3wugya4art3o,2026-02-07 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,True,False,True,False,False,RSO,RSO,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954.0,W 3-1,Pellegrino Matarazzo,22.0,110.0,17.2%,24.1%,24.0,19.0,3.0,29.0,48,31.7%,36.5%,59.1%,18,11.0,31.0,6.0,31,7.0,26,1.0,57.5%,2.0,3.0,0.0,84.0,192.0,150.0,172.0,86.0,342,5.0,3.0,0.0,0.0,44.9%,133,2.51,56.3%,40.0,21.0,2.0,0.0,211.0,30.0,21.0,-,4.5%,4.5%,45.5%,56.2%,19.5,44.9%,11.0,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),288lesgslzcbljs163839jl04,2026-02-01 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,False,True,False,False,True,RSO,RSO,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174.0,D 1-1,Pellegrino Matarazzo,44.0,92.0,11.1%,18.5%,11.0,23.0,1.0,18.0,35,28.7%,62.2%,72.7%,43,7.0,50.0,3.0,50,5.0,28,0.0,54.2%,5.0,6.0,0.0,130.0,211.0,80.0,123.0,38.0,291,12.0,0.0,1.0,0.0,38.9%,140,1.66,61.0%,62.0,9.0,2.0,0.0,223.0,30.3,11.0,-,0.0%,0.0%,10.0%,51.5%,18.2,38.9%,8.0,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),25yd18qv80e97mjmlmv5vc4r8,2026-01-25 17:30:00,63f5h8t5e9qm1fqmvfkb23ghh,True,False,True,False,False,RSO,RSO,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176.0,W 3-1,Pellegrino Matarazzo,35.0,115.0,33.3%,36.7%,15.0,17.0,3.0,32.0,50,26.7%,49.3%,59.8%,36,15.0,67.0,16.0,67,6.0,36,0.0,48.9%,7.0,3.0,0.0,157.0,219.0,97.0,95.0,64.0,316,6.0,3.0,0.0,0.0,30.9%,108,1.38,56.1%,24.0,21.0,1.0,0.0,278.0,32.9,14.0,-,29.4%,5.9%,23.5%,61.8%,25.7,30.9%,10.0,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),20boml0nnzxlvqvyy0ylfxdlg,2026-01-18 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,True,False,True,False,False,RSO,RSO,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178.0,W 2-1,Pellegrino Matarazzo,54.0,92.0,23.5%,26.5%,13.0,18.0,4.0,14.0,22,20.2%,36.3%,64.0%,28,9.0,42.0,8.0,42,4.0,16,0.0,47.3%,8.0,5.0,0.0,125.0,183.0,160.0,118.0,100.0,343,18.0,1.0,0.0,1.0,48.0%,107,0.68,42.6%,25.0,12.0,0.0,3.0,105.0,35.7,17.0,-,15.4%,23.1%,7.7%,46.5%,19.2,48.0%,7.0,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1xweeu166hhelv9hh9l8lnpjo,2026-01-09 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,False,True,True,False,False,RSO,RSO,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450.0,W 2-1,Pellegrino Matarazzo,5.0,192.0,40.0%,62.2%,22.0,15.0,7.0,46.0,58,58.6%,56.3%,51.3%,37,22.0,70.0,8.0,70,6.0,28,0.0,54.3%,9.0,10.0,0.0,44.0,115.0,164.0,138.0,97.0,279,10.0,2.0,0.0,0.0,38.6%,172,1.56,59.8%,49.0,8.0,2.0,3.0,306.0,35.0,23.0,-,20.0%,12.0%,16.0%,61.3%,21.7,38.6%,12.0,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1rhyonqt5a171xvtvluwo5p1w,2026-01-04 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,True,False,False,False,True,RSO,RSO,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175.0,D 1-1,Pellegrino Matarazzo,26.0,178.0,24.0%,24.0%,19.0,13.0,6.0,60.0,52,54.1%,39.5%,48.9%,22,16.0,47.0,4.0,47,12.0,60,0.0,48.9%,11.0,3.0,0.0,67.0,125.0,188.0,155.0,91.0,313,8.0,1.0,0.0,0.0,36.2%,150,1.73,55.7%,41.0,18.0,1.0,1.0,287.0,37.7,17.0,-,28.6%,14.3%,14.3%,27.6%,23.2,36.2%,18.0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1qr5wncwgktkt7jksvs6m3n6c,2025-12-20 15:15:00,63f5h8t5e9qm1fqmvfkb23ghh,False,True,False,False,True,RSO,RSO,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855.0,D 1-1,Ion Ansotegi,24.0,155.0,30.0%,40.0%,19.0,16.0,3.0,45.0,53,51.7%,60.2%,56.2%,32,10.0,51.0,8.0,51,13.0,32,0.0,59.4%,5.0,3.0,0.0,79.0,150.0,113.0,118.0,66.0,263,4.0,1.0,0.0,0.0,31.4%,143,1.38,55.4%,33.0,16.0,1.0,0.0,292.0,36.3,16.0,-,42.3%,3.8%,7.7%,57.7%,32.5,31.4%,18.0,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1lgsuqoyjxec8b0tdfgdpl15g,2025-12-12 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,True,False,False,True,False,RSO,RSO,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893.0,L 1-2,Sergio Francisco,23.0,191.0,27.9%,32.6%,26.0,20.0,6.0,64.0,57,51.3%,43.4%,48.9%,36,10.0,60.0,5.0,60,8.0,62,0.0,62.5%,15.0,8.0,0.0,105.0,187.0,185.0,155.0,112.0,372,7.0,1.0,0.0,0.0,36.0%,178,0.92,44.3%,36.0,22.0,4.0,2.0,436.0,34.8,20.0,-,12.9%,16.1%,29.0%,53.0%,20.2,36.0%,9.0,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1it612xdkwgzafk6n7xtzy8es,2025-12-06 15:15:00,63f5h8t5e9qm1fqmvfkb23ghh,False,True,False,True,False,RSO,RSO,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173.0,L 0-1,Sergio Francisco,22.0,160.0,28.6%,28.6%,19.0,8.0,2.0,61.0,59,61.0%,62.6%,53.6%,46,22.0,81.0,5.0,81,10.0,60,0.0,55.8%,6.0,7.0,0.0,77.0,139.0,122.0,128.0,56.0,261,13.0,0.0,0.0,0.0,34.7%,191,1.17,68.0%,37.0,10.0,1.0,2.0,411.0,36.6,25.0,-,27.6%,3.4%,6.9%,14.4%,25.0,34.7%,10.0,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
