Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc,Section,ToquesCentroÁrea,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,Juego dentro del área,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,GrndDlWn,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,TakeOn,PsRec,KeyPass,Int,Duels,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
11.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2toal4qg8ohxn3hh50m9lrac4,2026-03-16 20:00:00,4grc9qgcvusllap8h5j6gc5h5,False,True,False,False,True,LEV,LEV,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184.0,D 1-1,Luís Manuel Ferreira de Castro,23.0,115.0,40.0%,47.5%,23.0,16.0,1.0,21.0,45,40.3%,44.7%,58.2%,34,12.0,49.0,4.0,49,12.0,26,0.0,52.4%,8.0,3.0,0.0,87.0,139.0,116.0,97.0,71.0,255,10.0,1.0,0.0,0.0,40.9%,121,1.2,63.0%,26.0,21.0,1.0,5.0,212.0,32.7,14.0,-,10.3%,13.8%,31.0%,56.1%,22.2,40.9%,19.0,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2p5lebd6sut2o58yyixozunmc,2026-03-07 15:15:00,4grc9qgcvusllap8h5j6gc5h5,True,False,False,False,True,LEV,LEV,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893.0,D 1-1,Luís Manuel Ferreira de Castro,31.0,87.0,31.0%,37.9%,9.0,27.0,3.0,26.0,43,21.2%,48.6%,65.7%,33,12.0,42.0,1.0,42,10.0,30,0.0,53.9%,2.0,8.0,0.0,153.0,243.0,107.0,137.0,60.0,350,12.0,1.0,0.0,0.0,42.1%,127,0.75,54.2%,18.0,10.0,1.0,5.0,233.0,33.7,11.0,-,11.1%,5.6%,38.9%,45.9%,22.6,42.1%,14.0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2of0ec1j3qlwnm140nciptixg,2026-02-27 20:00:00,4grc9qgcvusllap8h5j6gc5h5,True,False,True,False,False,LEV,LEV,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173.0,W 2-0,Luís Manuel Ferreira de Castro,25.0,185.0,30.3%,39.4%,21.0,21.0,2.0,45.0,84,50.7%,47.7%,53.5%,26,10.0,37.0,4.0,37,16.0,34,0.0,45.5%,3.0,9.0,0.0,56.0,123.0,134.0,117.0,84.0,257,7.0,1.0,1.0,0.0,36.4%,131,2.34,56.9%,37.0,34.0,4.0,8.0,273.0,35.6,29.0,-,12.5%,6.3%,25.0%,35.3%,25.7,36.4%,22.0,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2k9uw8chd5ol6b9rrw5ftnc44,2026-02-22 15:15:00,4grc9qgcvusllap8h5j6gc5h5,False,True,False,True,False,LEV,LEV,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178.0,L 0-3,Luís Manuel Ferreira de Castro,46.0,85.0,22.6%,25.8%,2.0,20.0,6.0,16.0,39,15.8%,41.0%,70.9%,24,8.0,34.0,8.0,34,4.0,24,0.0,53.8%,6.0,9.0,0.0,163.0,272.0,108.0,158.0,59.0,380,12.0,0.0,0.0,0.0,37.6%,105,0.84,58.9%,23.0,8.0,3.0,2.0,156.0,32.8,12.0,-,18.8%,12.5%,25.0%,3.2%,23.2,37.6%,5.0,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1jlhapyjldhvatexkb19ja6fo,2026-02-18 19:00:00,4grc9qgcvusllap8h5j6gc5h5,True,False,False,True,False,LEV,LEV,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449.0,L 0-1,Luís Manuel Ferreira de Castro,31.0,141.0,38.7%,41.9%,15.0,19.0,4.0,46.0,77,56.7%,61.6%,58.9%,35,11.0,46.0,2.0,46,9.0,36,0.0,55.8%,3.0,8.0,0.0,63.0,117.0,139.0,102.0,91.0,256,10.0,0.0,0.0,0.0,32.8%,159,0.92,52.1%,33.0,20.0,7.0,8.0,374.0,37.2,29.0,-,25.0%,4.2%,4.2%,29.3%,30.4,32.8%,16.0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2ggfagcn46v6b5rbqpgdj7das,2026-02-15 17:30:00,4grc9qgcvusllap8h5j6gc5h5,True,False,False,True,False,LEV,LEV,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191.0,L 0-2,Luís Manuel Ferreira de Castro,10.0,126.0,21.9%,34.4%,22.0,7.0,6.0,34.0,46,58.6%,42.1%,54.8%,21,17.0,37.0,1.0,37,5.0,31,0.0,51.4%,6.0,8.0,0.0,37.0,88.0,185.0,129.0,107.0,273,6.0,0.0,0.0,0.0,32.0%,123,0.61,62.5%,24.0,18.0,5.0,4.0,286.0,35.2,14.0,-,24.1%,6.9%,13.8%,26.1%,26.6,32.0%,9.0,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2cp6ugeg62t6fg02bkkkukums,2026-02-08 15:15:00,4grc9qgcvusllap8h5j6gc5h5,False,True,False,True,False,LEV,LEV,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174.0,L 2-4,Luís Manuel Ferreira de Castro,32.0,60.0,36.4%,42.4%,17.0,18.0,1.0,28.0,40,29.0%,56.6%,70.8%,38,8.0,44.0,4.0,44,3.0,26,1.0,51.9%,9.0,9.0,0.0,97.0,166.0,118.0,116.0,71.0,284,13.0,2.0,0.0,0.0,35.8%,143,0.52,57.8%,21.0,11.0,1.0,3.0,222.0,33.1,23.0,-,18.8%,0.0%,25.0%,5.7%,22.3,35.8%,6.0,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),26bsh372a4004fxjzg381qgb8,2026-01-31 17:30:00,4grc9qgcvusllap8h5j6gc5h5,True,False,False,False,True,LEV,LEV,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175.0,D 0-0,Luís Manuel Ferreira de Castro,25.0,113.0,32.4%,41.2%,13.0,18.0,5.0,25.0,55,36.7%,52.5%,59.0%,20,10.0,33.0,1.0,33,5.0,41,0.0,50.9%,8.0,7.0,2.0,85.0,155.0,142.0,135.0,77.0,297,7.0,0.0,0.0,0.0,30.0%,127,0.37,51.9%,26.0,18.0,0.0,1.0,305.0,38.7,16.0,-,26.7%,20.0%,6.7%,22.0%,23.0,30.0%,10.0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),22jwwfu5djp7vwtjkvcujieqc,2026-01-23 20:00:00,4grc9qgcvusllap8h5j6gc5h5,True,False,True,False,False,LEV,LEV,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954.0,W 3-2,Luís Manuel Ferreira de Castro,11.0,183.0,40.9%,50.0%,18.0,18.0,10.0,32.0,52,51.8%,35.6%,48.1%,22,11.0,41.0,5.0,41,18.0,51,2.0,52.7%,8.0,6.0,0.0,49.0,116.0,167.0,128.0,105.0,282,6.0,3.0,0.0,0.0,37.8%,124,2.61,52.9%,18.0,16.0,0.0,3.0,217.0,36.8,16.0,-,22.2%,33.3%,22.2%,40.2%,19.5,37.8%,26.0,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),20p4cff79mu4mto9rpw2sdj4k,2026-01-17 13:00:00,4grc9qgcvusllap8h5j6gc5h5,False,True,False,True,False,LEV,LEV,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186.0,L 0-2,Luís Manuel Ferreira de Castro,38.0,80.0,12.0%,20.0%,10.0,29.0,4.0,31.0,44,18.8%,43.6%,66.8%,26,9.0,37.0,1.0,37,5.0,28,0.0,51.8%,2.0,7.0,1.0,127.0,228.0,79.0,145.0,35.0,307,20.0,0.0,0.0,0.0,39.9%,122,0.8,57.9%,23.0,10.0,1.0,0.0,239.0,32.3,10.0,-,20.0%,13.3%,20.0%,11.5%,21.3,39.9%,10.0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1wrc3h54fm3azopbuu3iq7b4k,2026-01-11 15:15:00,4grc9qgcvusllap8h5j6gc5h5,True,False,False,False,True,LEV,LEV,c8llrezkm3b3op4afrou6b487,ESP,ESP,177.0,D 1-1,Luís Manuel Ferreira de Castro,29.0,93.0,38.5%,46.2%,20.0,15.0,1.0,28.0,55,41.6%,55.5%,65.0%,32,12.0,45.0,3.0,45,7.0,28,0.0,58.1%,10.0,4.0,0.0,93.0,158.0,111.0,116.0,60.0,269,11.0,1.0,0.0,0.0,31.4%,133,1.11,49.3%,34.0,16.0,0.0,0.0,319.0,35.3,16.0,-,28.0%,8.0%,28.0%,34.7%,24.3,31.4%,8.0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1tethtdduidjywarrz3qiyx3o,2026-01-04 13:00:00,4grc9qgcvusllap8h5j6gc5h5,False,True,True,False,False,LEV,LEV,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179.0,W 3-0,Luís Manuel Ferreira de Castro,32.0,80.0,21.4%,32.1%,16.0,16.0,1.0,10.0,35,26.7%,43.2%,66.6%,14,10.0,24.0,1.0,24,1.0,28,0.0,51.0%,3.0,3.0,0.0,101.0,171.0,135.0,136.0,69.0,306,8.0,3.0,0.0,0.0,42.8%,122,1.03,62.5%,31.0,12.0,2.0,3.0,214.0,38.1,10.0,-,14.3%,7.1%,28.6%,47.0%,25.1,42.8%,6.0,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1qr5wncwgktkt7jksvs6m3n6c,2025-12-20 15:15:00,4grc9qgcvusllap8h5j6gc5h5,True,False,False,False,True,LEV,LEV,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188.0,D 1-1,Álvaro del Moral,19.0,133.0,34.4%,37.5%,17.0,16.0,3.0,40.0,60,48.3%,39.8%,48.7%,21,12.0,38.0,4.0,38,8.0,35,0.0,54.8%,6.0,7.0,0.0,85.0,155.0,156.0,143.0,83.0,311,8.0,1.0,0.0,0.0,35.8%,125,1.29,51.9%,23.0,25.0,1.0,5.0,237.0,30.2,19.0,-,4.2%,8.3%,41.7%,18.8%,26.0,35.8%,13.0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1hp0gvnq8tu7bswk405xa49as,2025-12-08 20:00:00,4grc9qgcvusllap8h5j6gc5h5,False,True,False,True,False,LEV,LEV,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450.0,L 0-2,Álvaro del Moral,24.0,182.0,26.5%,38.2%,23.0,22.0,6.0,44.0,60,55.3%,61.9%,57.4%,36,19.0,68.0,6.0,68,7.0,77,0.0,47.9%,8.0,8.0,0.0,70.0,142.0,116.0,122.0,66.0,258,3.0,0.0,0.0,0.0,31.6%,169,0.48,56.3%,34.0,17.0,2.0,2.0,420.0,37.0,16.0,-,31.0%,10.3%,6.9%,6.8%,23.5,31.6%,11.0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
